


Country,Gov,Issuer,value
US,0,Occidental Petroleum Corp,   237485257
US,0,Oglethorpe Power Corp,   65920844
US,0,Ohio Power Co,   83812252
US,0,Oil Insurance Ltd,   11441992
US,0,Omnicom Group Inc,   66677535
US,0,Oncor Electric Delivery Co LL C,   166844627
US,0,Oneok Inc,   40321334
US,0,ONEOK Partners LP,   104064604
US,0,Option One Mortgage Loan Trust,   4470209
US,0,Oracle Corp,   396917354
US,0,Origen Manufactured Housing,   7831901
US,0,Owens Corning,   29614028
US,0,Pacific Gas & Electric Co,   500204028
US,0,Pacific Life Global Funding,   34407453
US,0,Pacific LifeCorp,   19537415
US,0,PacifiCorp,   133091335
US,0,Pall Corp,   33449919
US,0,Panhandle Eastern Pipeline Co LP,   20578637
US,0,Park Place Securities Inc,   8088651
US,0,Parker Hannifin Corp,   72529597
US,0,PartnerRe Finance A LL C,   46263907
US,0,Peco Energy Co,   108241445
US,0,Pemex Project Funding Master Trust,   482509712
US,0,Pennsylvania Electric Co,   48370809
US,0,People’s Financial Realty Mortgage Securities Trust,   13392669
US,0,PepsiCo Inc/NC,   329538638
US,0,Pepsi-Cola Metropolitan Bottling Co Inc,   33314594
US,0,Pfizer Inc,   303484022
US,0,Pharmacia Corp,   78383115
US,0,Pitney Bowes Inc,   64840596
US,0,Plains All American Pipeline LP,   241073228
US,0,Plum Creek Timberlands LP,   96685619
US,0,PNC Bank NA,   77199850
US,0,PNC Financial Services Group Inc,   67131125
US,0,PNC Funding Corp,   143214533
US,0,Popular AB S Mortgage Pass-Through Trust,   14133958
US,0,PPG Industries Inc,   108554817
US,0,PPL Electric Utilities Corp,   40785690
US,0,PPL Energy Supply LL C,   81642661
US,0,Praxair Inc,   263665295
US,0,Principal Financial Group Inc,   88504704
US,0,Principal Financial Services Inc,   97751752
US,0,Private Export Funding Corp,   34450025
US,0,Procter & Gamble Co/The,   78904674
US,0,Progress Energy Inc,   130575650
US,0,Prologis,   46539094
US,0,Prudential Financial Inc,   546042525
US,0,Prudential Insurance Co of America/The,   50593111
US,0,PSEG Power LL C,   33675734
US,0,Public Service Co of Colorado,   51686630
US,0,Public Service Electric & Gas Co,   115477024
US,0,Public Service New Hampshire Funding LL C,   591263
US,0,Puget Sound Energy Inc,   60780622
US,0,Quest Diagnostics Inc,   47217903
US,0,Qwest Corp,   30048842
US,0,RAA C Series,   109616
US,0,Ralcorp Holdings Inc,   31989041
US,0,Rampart CLO Ltd,   22226223
US,0,Realty Income Corp,   71007076
US,0,Reed Elsevier Capital Inc,   30388818
US,0,Regency Centers LP,   64618370
US,0,Reinsurance Group of America Inc,   32388855
US,0,Reliance Steel & Aluminum Co,   129143481
US,0,Renaissance Home Equity Loan Trust,   47491906
US,0,Republic Services Inc,   104281505
US,0,RESI Finance LP,   20326742
US,0,Residential Accredit Loans Inc,   510727121
US,0,Residential Asset Mortgage Products Inc,   13190047
US,0,Residential Asset Securities Corp,   29341810
US,0,Residential Asset Securities NIM Corp,   0
US,0,Residential Asset Securitization Trust,   1937571
US,0,Residential Funding Mortgage Securities I,   58942165
US,0,Residential Funding Mortgage Securities II Inc,   790665
US,0,Residential Funding Securities LL C,   4167441
US,0,Resix Finance Ltd Credit-Linked Notes,   7399032
US,0,Roche Holdings Inc,   496623230
US,0,Rohm & Haas Co,   69417444
US,0,Roper Industries Inc,   74205721
US,0,RPM International Inc,   41346634
US,0,RR Donnelley & Sons Co,   60713072
US,0,Ryder System Inc,   15720475
US,0,Safeway Inc,   83892805
US,0,Sallie Mae Inc,   6325457
US,0,San Diego County Regional Transportation Commission,   75914562
US,0,San Diego County Water Authority,   37828149
US,0,San Diego Gas & Electric Co,   30706970
US,0,San Francisco City & County Public Utilities Commission,   79302915
US,0,Santa Clara Valley Transportation Authority,   35469914
US,0,Santander Holdings USA Inc,   10219204
US,0,Sara Lee Corp,   28465493
US,0,Saxon Asset Securities Trust,   3776595
US,0,SB Finance Trust,   4
US,0,SBI Heloc Trust,   11147653
US,0,SC Johnson & Son Inc,   32943024
US,0,Schlumberger Investment SA,   123788572
US,0,Schlumberger Oilfield UK PLC,   99897455
US,0,Science Applications International Corp,   15386963
US,0,SEACOR Holdings Inc,   68128759
US,0,Securitized Asset Backed Receivables LL C,   2475665
US,0,Sempra Energy,   150055421
US,0,Sequoia Mortgage Trust,   674013
US,0,SES Global Americas Holdings GP,   29492733
US,0,SG Mortgage Securities Trust,   30644354
US,0,Sigma-Aldrich Corp,   31285128
US,0,Simon Property Group LP,   313722658
US,0,Sirius International Group Ltd,   6352408
US,0,SLM Corp,   97500181
US,0,Smart Home Reinsurance Ltd,   8548092
US,0,Soundview Home Equity Loan Trust,   13934358
US,0,South Carolina Electric & Gas Co,   22907085
US,0,Southeast Supply Header LL C,   19032137
US,0,Southern California Edison Co,   332920422
US,0,Southern California Gas Co,   31044232
US,0,Southern Co,   38061106
US,0,Southern Power Co,   46589465
US,0,Southwest Airlines Co,   86257056
US,0,Southwestern Electric Power Co,   27319453
US,0,Specialty Underwriting & Residential Finance,   15705083
US,0,Spectra Energy Capital LL C,   169880535
US,0,Springleaf Finance Corp,   7925438
US,0,St Jude Medical Inc,   66768763
US,2,State of California,   398235439
US,2,State of Illinois,   555004469
US,2,State of New Jersey,   167648071
US,0,State Street Bank and Trust Co,   34260923
US,0,State Street Corp,   44732062
US,0,Structured Adjustable Rate Mortgage Loan Trust,   40711855
US,0,Structured Asset Investment Loan Trust,   13441198
US,0,Structured Asset Mortgage Investments Inc,   5110672
US,0,Structured Asset Receivables Trust,   17454154
US,0,Structured Asset Securities Corp,   121885193
US,0,Stryker Corp,   31406138
US,0,Sunoco Inc,   36929838
US,0,Sunoco Logistics Partners Operations LP,   62162098
US,0,Surgical Care Affiliates Inc,   364170
US,0,Swiss Re Treasury US Corp,   189825227
US,0,Symantec Corp,   90988486
US,0,Target Corp,   392161564
US,0,Teachers Insurance & Annuity Association of America,   76756739
US,0,Tennessee Valley Authority,   186775946
US,0,Terwin Mortgage Trust,   7960683
US,0,Texas Eastern Transmission LP,   7075091
US,0,Thermo Fisher Scientific Inc,   224822262
US,0,TIAA Seasoned Commercial Mortgage Trust,   64750749
US,0,Time Warner Cable Inc,   724900488
US,0,Time Warner Entertainment Co LP,   276003348
US,0,Time Warner Inc,   988860112
US,0,TJX Cos Inc,   37667200
US,0,Toledo Edison Co/The,   65388583
US,0,Toll Brothers Finance Corp,   31021152
US,0,Toyota Motor Credit Corp,   240194286
US,0,Travelers Cos Inc/The,   347286525
US,0,Twin Reefs Pass-Through Trust,   44
US,0,Tyco International Ltd,   15937457
US,0,Unilever Capital Corp,   67234245
US,0,Union Bank NA,   45194481
US,0,Union Electric Co,   123259129
US,0,Union Pacific Corp,   200478005
US,0,UnionBanCal Corp,   30800963
US,0,United States Cellular Corp,   23498822
US,0,United States Department of Housing and Urban Development,   668931345
US,0,UnitedHealth Group Inc,   266439213
US,0,University of California,   121590586
US,0,Unum Group,   31691351
US,0,US Bancorp,   239433675
US,0,Valero Energy Corp,   353888874
US,0,Valspar Corp,   63437290
US,0,Verizon Communications Inc,   1404943649
US,0,Verizon New York Inc,   28391699
US,0,Verizon Virginia Inc,   138533195
US,0,Viacom Inc,   239425240
US,0,Virginia Electric and Power Co,   181983717
US,0,Vulcan Materials Co,   57491293
US,0,Wachovia Bank Commercial Mortgage Trust,   391715654
US,0,Wachovia Corp,   30998159
US,0,Walt Disney Co/The,   258338349
US,0,WAMU Asset-Backed Certificates,   7301993
US,0,WaMu Mortgage Pass Through Certificates,   21926290
US,0,Washington Mutual Alternative Mortgage Pass-Through Certificates,   8364014
US,0,Washington Mutual Asset-Backed Certificates,   692936
US,0,Washington Mutual Bank / Debt not acquired by JPMorgan,   411789
US,0,Washington Mutual Inc,   1078008
US,0,Washington Mutual MSC Mortgage Pass-Through CTFS,   2308085
US,0,Waste Management Inc,   232013028
US,0,Watson Pharmaceuticals Inc,   40895630
US,0,Weatherford International Ltd,   215984450
US,0,WellPoint Inc,   232654971
US,0,Wells Fargo & Co,   1358619622
US,0,Wells Fargo Bank NA,   321661391
US,0,Wells Fargo Home Equity Trust,   7233028
US,0,Wells Fargo Mortgage Backed Securities Trust,   100465667
US,0,Western Union Co/The,   248890919
US,0,Westfield America Trust,   56324882
US,0,Williams Partners LP,   131568918
US,0,Willis North America Inc,   154647453
US,0,Wisconsin Electric Power Co,   18926637
US,0,Wisconsin Energy Corp,   30078054
US,0,WM Covered Bond Program,   1605564512
US,0,WR Berkley Corp,   42580212
US,0,Wyeth,   416906068
US,0,Xcel Energy Inc,   152324328
US,0,Xerox Corp,   157815492
US,0,Yale Mortgage Loan Trust,   2955772
US,0,Yum! Brands Inc,   529980646
US,0,Zimmer Holdings Inc,   153079011
US,0,Zurich Holding Co of America Inc,   49559842




Int Organisation,4,African Development Bank,   223059403
Int Organisation,4,Asian Development Bank,   703296043
Int Organisation,4,Corp Andina de Fomento,   222938407
Int Organisation,4,Council Of Europe Development Bank,   1080666154
Int Organisation,4,Eurofima,   1215712894
Int Organisation,4,European Investment Bank,   24099148436
Int Organisation,4,European Union,   5849999635
Int Organisation,4,Inter-American Development Bank,   365177241
Int Organisation,4,International Finance Facility for Immunisation,   31859157
Int Organisation,4,Nordic Investment Bank,   977266883
Int Organisation,4,World Bank,   1556645395










